ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
vicinal	vicinal	vicinale	vecinal	vicinal	vicinalem
vicios	vicieux	vitioso	vicioso	vicioso	vitiosum
viciu	vice	vizio	vicio	vício	vitium
victimă	victime	vittima	víctima	vítima	victimam
victoria	victoire	vittoria	victoria	vitória	victoriam
victorios	victorieux	vittorioso	victorioso	vitorioso	victoriosum
vedea	voir	vedere	ver	ver	videre
viespe	guêpe	vespa	avispa	bespa	vespam
vigil	vigile	vigile	vigilia	vígil	vigilem
vigilență	vigilance	vigilanza	vigilancia	vigilância	vigilantiam
viu	vif	vivo	vivo	vivo	vivum
vie	vigne	vigna	viña	vinha	vineam
vilă	ville	villa	villa	vila	villam
vil	vile	vile	vil	vil	vilem
vindeca	venger	vendicare	vengar	vingar	vindicare
vin	vin	vino	vino	vinho	vinum
violent	violent	violento	violento	violento	violentum
violență	violence	violenza	violencia	violência	violentiam
virginal	virginal	virginale	virginal	virginal	virginalem
virginitate	virginité	verginità	virginidad	virgindade	virginitatem
virilitate	virilité	virilità	virilidad	virilidade	virilitatem
virtuos	verteux	virtuoso	virtuoso	virtuoso	virtuosum
virtute	vertu	virtù	virtud	virtude	virtutem
virulent	virulent	virulento	virulento	virulento	virulentum
virulență	virulence	virulenza	virulencia	virulência	virulentiam
virus	virus	virus	virus	vírus	virus
vîscos	visqueux	viscoso	viscoso	viscoso	viscosum
vită	vie	vita	vida	vida	vitam
vital	vital	vitale	vital	vital	vitalem
vitalitate	vitalité	vitalità	vitalidad	vitalidade	vitalitatem
vitrifica	vitrifier	vitrificare	vitrificar	vitrificar	vitrificare
vituperare	vitupérer	vituperare	vituperare	vituperare	vituperare
vivacitate	vivacité	vivacità	vivacidad	vivacidade	vivacitatem
vizibil	visible	visibile	visible	visível	visibilem
vizită	visiter	visitare	visitar	visitar	visitare
viziune	vision	visione	visión	visão	visionem
vizual	visuel	visuale	visual	visual	visualem
voastră	votre	vostro	vuestro	vosso	vestrum
vocabulă	vocable	vocabolo	vocablo	vocábulo	vocabulum
vocabular	vocabulaire	vocabolario	vocabulario	vocabulário	vocabularium
vocală	vocal	vocale	vocal	vogal	vocalem
vocație	vocation	vocazione	vocación	vocação	vocationem
vocativ	vocatif	vocativo	vocativo	vocativo	vocativum
voce	voix	voce	voz	voz	vocem
volant	volant	volano	volante	volante	volare
volubilitate	volubilité	volubilità	volubilidad	volubilidade	volubilitatem
volum	volume	volume	volumen	volume	volumen
voluntar	volontaire	volontario	voluntario	voluntário	voluntarium
voluptos	voluptueux	voluttuoso	voluptuoso	voluptuoso	voluptuosum
volută	volute	voluta	voluta	voluta	volutum
vomer	vomer	vomere	vómer	vômer	vomere
vorace	vorace	vorace	voraz	voraz	voracem
voracitate	voracité	voracità	voracidad	voracidade	voracitatem
vulgar	vulgaire	volgare	vulgar	vulgar	vulgarem
vulgaritate	vulgarité	volgarità	vulgaridad	vulgaridade	vulgaritatem
vulnerabil	vulnérable	vulnerabile	vulnerable	vulnerável	vulnerabilem
vultur	vautour	avvoltoio	buitre	abutre	vulturem
vulvă	vulve	vulva	vulva	vulva	vulvam
zăcea	gésir	giacere	yacer	jazer	iacere
zece	dix	dieci	diez	dez	decem
zel	zele	zelo	celo	zelo	zelum
zice	dire	dire	decir	dizer	dicere
zi	di	dì	día	dia	diem
zodiac	zodiaque	zodiaco	zodíaco	zodíaco	zodiacum
