ROMANIAN	FRENCH	ITALIAN	SPANISH	PORTUGUESE	ANCESTOR
optativ	optatif	ottativo	optativo	optativo	optātīvum
optim	optime	ottimo	óptimo	ótimo	optimum
opțiune	option	opzione	opción	opção	optiōnem
oră	heure	ora	hora	hora	hōram
oracol	oracle	oracolo	oráculo	oráculo	ōrāculum
oral	oral	orale	oral	oral	oralem
oratoriu	oratoire	oratorio	oratorio	oratório	ōrātōrium
orbicular	orbiculaire	orbicolare	orbicular	orbicular	orbiculārem
orbită	orbite	orbita	órbita	órbita	orbitam
ordin	ordre	ordine	orden	ordem	ōrdinem
ordona	ordonner	ordinare	ordenar	ordenar	ōrdināre
ordinal	ordinal	ordinale	ordinal	ordinal	ordinālem
orez	riz	riso	arroz	arroz	orȳzam
orfan	orfene	orfano	huérfano	orfâo	orfanum
orgă	orgue	organo	órgano	órgão	organum
organic	organique	organico	orgánico	orgânico	organicum
orgie	orgie	orgia	orgía	orgia	orgiam
oribil	horrible	orribile	horrible	horrível	horribilem
original	original	originale	original	original	orīginālem
ornament	ornement	ornamento	ornamento	ornamento	ornāmentum
oroare	horreur	orrore	horror	horror	horrōrem
orologiu	horloge	orologio	reloj	relógio	hōrologium
ortodoxie	orthodoxie	ortodossia	ortodoxia	ortodoxia	orthodoxiam
ortografie	orthographie	ortografia	ortografía	ortografia	orthographia
os	eux	osso	hueso	osso	ossum
osana	hosanna	osanna	hosanna	hosana	hōsanna
oscilație	oscillation	oscillazione	oscilación	oscilação	oscillātiōnem
oscilațiune	oscillation	oscillazione	oscilación	oscilação	oscillātiōnem
ospitalitate	hospitalité	ospitalità	hospitalidad	hospitalidade	hospitālitātem
ostentație	ostentation	ostentazione	ostentación	ostentação	ostentātiōnem
ostilitate	hostilité	ostilità	hostilidad	hostilidade	hostīlitātem
ou	oeuf	uovo	huevo	ovo	ōvum
oval	oval	ovale	oval	oval	ovālem
păcat	péché	peccato	pecado	pecado	peccātum
pace	paix	pace	paz	paz	pācem
pacient	patient	paciente	paciente	paciente	patientem
paciență	pacient	pazienza	paciencia	paciência	patientiam
pacifica	pacifier	pacificare	pacificar	pacificar	pācificāre
pacificator	pacificateur	pacificatore	pacificador	pacificator	pācificātōrem
pact	pacte	patto	pacto	pacto	pāctus
păcură	poix	pece	pez	pez	picem
păduche	pou	pidocchio	piojo	piolho	pēdīculum
păduchios	pouilleux	pidocchioso	piojoso	piolhoso	pēdīculōsum
păgîn	payen	pagano	pagano	pagão	pāgānum
pagină	page	pagina	página	página	pāginam
părea	paille	paglia	paja	palha	paleam
palat	palais	palazzo	palacio	palácio	palātium
palid	pâle	pallido	pálido	pálido	pallidum
palimpsest	palimpseste	palinsesto	palimpsesto	palimpsesto	palimpsēstum
palinodie	palinodie	palinodia	palinodia	palinódia	palinōdiam
palmă	paume	palma	palma	palma	palmam
palpa	palper	palpare	palpar	palpar	palpāre
pană	penne	penna	peña	pena	pinnam
panaceu	panacée	panacea	panacea	panaceia	panaceam
panică	panique	panico	pánico	pânico	pānicum
panteon	panthéon	pánteon	panteón	panteão	pantheon
panteră	panthère	pantéra	pantera	pantera	panthēram
papă	pape	papa	papa	papa	papam
papilă	papille	papilla	papila	papila	papillam
pară	par	palo	palo	pao	pālum
paracenteză	paracentèse	paracentesi	paracentesis	paracentesis	paracentēsis
paradigmă	paradigme	paradigma	paradigma	paradigma	paradīgma
paradis	paradis	paradiso	paraíso	paraíso	paradīsum
paradiziac	paradisiaque	paradisiaco	paradisíaco	paradisíaco	paradīsiacum
paralel	parallèle	parallelo	paralelo	paralelo	parallēlum
paralitic	paralytique	paralitico	paralítico	paralítico	paralyticum
paranteză	paranthèse	parentesi	paréntesis	parêntese	parenthesis
parazit	parasite	parassita	parásito	parasita	parasītum
parc	parc	parco	parque	parque	parcum
părere	paroir	parere	parer	parer	parēre
păresimi	carême	quaresima	cuaresma	quaresma	quādrāgēsimam
perete	paroi	parete	pared	parede	parietem
părinte	parent	parente	pariente	parente	parentem
paritate	parité	parità	paridad	paridade	pāritātem
parodie	parodie	parodia	parodia	paródia	parōdiam
parohie	paroisse	parrochia	parroquia	paróquia	parochiam
parotidă	parotide	parotide	parótida	parótida	parōtidem
parte	part	parte	parte	parte	partem
participa	participer	partecipare	participar	participar	participāre
participiu	participe	participio	participio	particípio	participium
păr	poil	pelo	pelo	pelo	pīlum
pas	pas	passo	paso	passo	passum
pascal	pascal	pasquale	pascual	pascal	paschālem
pasiune	passion	passione	pasión	paixão	passiōnem
paște	pâques	pasqua	pascua	pascoa	pascham
pastișă	pastiche	pasticcio	pastiche	pastiche	pasticium
pășune	passon	pasciona	pación	pacion	pastiōnem
patent	patent	patente	patente	patente	patentem
paternitate	paternité	paternità	paternidad	paternidade	paternitātem
patetic	pathétique	patetico	patético	patético	pathēticum
pătlagină	plantain	piantaggine	llanten	plantago	plantāginem
patrimonial	patrimonial	patrimoniale	patrimonial	patrimonial	patrimōniālem
patrimoniu	patrimoine	patrimonio	patrimonio	patrimônio	patrimōnium
patron	patron	patrono	patrón	patrono	patrōnum
patronimic	patronymique	patronimico	patronímico	patronímico	patronymicum
patru	quatre	quattro	cuatro	quatro	quattuor
patrulater	quadrilatère	quadrilatero	cuadrilátero	quadrilátero	quadrilāterum
păun	paon	pavone	pavon	pavão	pāvōnem
pe	par	per	por	por	per
peatră	pierre	pietra	piedra	pedra	petram
pectoral	pectoral	pettorale	pectoral	peitoral	pectorālem
peculiar	péculiaire	peculiare	peculiar	peculiar	pecūliārem
pedală	pédale	pedale	pedal	pedal	pedālem
pedicur	pédicure	pedicure	pedicura	pedicure	pēdīcūram
piez	pied	piede	pie	pé	pedem
pele	peau	pelle	piel	pele	pellem
pelerin	pelerin	pelegrino	peregrino	peregrino	peregrīnum
pelvis	pelvis	pelvi	pelvis	pélvis	pelvis
penă	peine	pena	pena	pena	poenam
penetra	pénétrer	penetrare	penetrar	penetrar	penētrāre
penetrabil	pénétrable	penetrabile	penetrable	penetrável	penetrābilem
penetrație	pénétration	penetrazione	penetración	penetração	penetrātiōnem
penetrațiune	pénétration	penetrazione	penetración	penetração	penetrātiōnem
peninsulă	péninsule	penisola	península	península	paenīnsulam
penis	pénis	pene	pene	pênis	pēnem
penitent	pénitent	penitente	penitente	penitente	paenitentem
penitență	pénitence	penitenza	penitencia	penitência	paenitentiam
pensiune	pension	pensione	pensión	pensão	pensiōnem
penultim	pénultième	penultimo	penúltimo	penúltimo	paenultimum
pepene	pépin	popone	pepino	pepino	peponem
piept	pis	petto	pecho	peito	pectus
pieptene	peigne	pettine	peine	pente	pecten
percepe	percevoir	percepire	percibir	perceber	percipere
perceptibil	perceptible	percettibile	perceptible	perceptível	perceptībilem
percepție	perception	percezione	percepción	percepção	perceptiōnem
perdiție	perdition	perdizione	perdición	perdição	perditiōnem
pereche	pareil	parecchio	parejo	parelho	pāriculum
peren	pérenne	perenne	perenne	perene	perennem
perfect	parfait	perfetto	perfecto	perfeito	perfectum
perfecțiune	perfection	perfezione	perfección	perfeição	perfectiōnem
perfidie	perfidie	perfidia	perfidia	perfídia	perfidiam
perfora	perforer	perforare	perforar	perfurar	perforāre
pergament	parchemin	pergamena	pergamino	pergaminho	pergamēnam
pericul	péril	pericolo	peligro	perigo	perīculum
perioadă	période	periodo	período	período	periodum
periodic	périodique	periodico	periódico	periódico	periodicum
peripatetic	péripatétique	peripatetico	peripatético	peripatético	peripatēticum
periplu	périple	periplo	periplo	périplo	periplūs
permeabil	perméable	permeabile	permeable	permeável	permeābilem
permuta	permuter	permutare	permutar	permutar	permūtāre
permutație	permutation	permutazione	permutación	permutação	permūtātiōnem
permutațiune	permutation	permutazione	permutación	permutação	permūtātiōnem
perora	pérorer	perorare	perorar	perorar	perōrāre
perpetuu	perpétuel	perpetuo	perpetuo	perpétuo	perpetuum
perpetua	perpétuer	perpetuare	perpetur	perpetuar	perpetuāre
perplex	perplexe	perplesso	perplejo	perplexo	perplexum
perplexitate	perplexité	perplessità	perplejidad	perplexidade	perplexitātem
persevera	persévérer	perseverare	perseverar	perseverar	persevērāre
perseverență	persévérance	perseveranza	perseverancia	perseverança	persevērantiam
persic	persique	pesco	péjego	pecego	persicum
persoană	personne	persona	persona	pessoa	persōnam
personaj	personnage	personaggio	personaje	personagem	persōnāticum
personal	personnel	personale	personal	pessoal	persōnālem
persuasiune	persuasion	persuasione	persuasión	persuasão	persuāsiōnem
pertinent	pertinent	pertinente	pertinente	pertinente	pertinentem
perversitate	perversité	perversità	perversidad	perversidade	perversitātem
perversiune	perversion	perversione	perversión	perversão	perversiōnem
pervertire	pervertir	pervertire	pervirtiendo	pervertendo	pervertēre
pesar	pessaire	pessario	pesario	pessário	pessārium
pește	poisson	pesce	pez	peixe	piscem
petiție	petition	petizione	petición	petição	petītiōnem
petulant	pétulant	petulante	petulante	petulante	petulantem
petunie	petun	petunia	petunia	petum	petuniam
piastru	piastre	piastra	piastra	piastra	emplastrum
pieri	périr	perire	perecer	perecer	perīre
pietate	piété	pietà	piedad	piedade	pietātem
pigment	pigment	pigmento	pigmento	pigmento	pigmentum
pilor	pylore	piloro	píloro	piloro	pylōrum
pin	pin	pino	pino	pinho	pīnum
pâine	pain	pane	pan	páo	pānem
pineal	pinéal	pineale	pineal	pineal	pīneam
pântece	panse	pancia	panza	pança	panticem
piramidă	pyramide	piramide	pirámide	pirâmide	pȳramidem
pirat	pirate	pirata	pirata	pirata	pīrātam
piscină	piscine	piscina	piscina	piscina	piscīnam
pisiform	pisiforme	pisiforme	pisiforme	pisiforme	pisifōrmem
pistil	pistil	pistillo	pistilo	pistilo	pistillum
plăcea	plaire	piacere	placer	prazer	plācēre
placebo	placebo	placebo	placebo	placebo	placēbō
placentă	placenta	placenta	placenta	placenta	placentam
plagă	plaie	piaggia	playa	praia	plagam
plămân	poumon	polmone	pulmón	pulmão	pulmōnem
planetar	planétaire	planetario	planetario	planetário	planētārium
plantație	plantation	piantagione	plantación	plantação	plantātiōnem
plantațiune	plantation	piantagione	plantación	plantação	plantātiōnem
plantigrad	plantigrade	plantigrado	plantígrado	plantígrado	plantigradum
plastic	plastic	plastico	plástico	plástico	plasticum
plastică	plastique	plastica	plástica	plástica	plasticam
plauzibil	plausible	plausibile	plausible	plausível	plausibilem
placa	plaquer	placare	aplacar	placar	plācāre
pleca	plier	piegare	llegar	chegar	plicāre
plebe	plèbe	plebe	plebe	plebe	plēbem
plebiscit	plébiscite	plebiscito	plebiscito	plebiscito	plēbiscītum
plenar	plénier	plenario	plenario	plenário	plēnārium
pleonasm	pléonasme	pleonasmo	pleonasmo	pleonasmo	pleonasmum
plex	plexe	plesso	plexo	plexo	plexum
plin	plein	pieno	lleno	cheio	plēnum
ploua	pleuvoir	piovere	llover	chover	pluere
ploaie	pluie	pioggia	lluvia	chuva	pluviam
plop	peuplier	pioppo	chopo	choupo	populum
plumb	plomb	piombo	plomo	chumbo	plumbum
plural	pluriel	plurale	plural	plural	plūrālem
popor	peuple	popolo	pueblo	povo	populum
pluralitate	pluralité	pluralità	pluralidad	pluralidade	plūrālitātem
pluvial	pluvial	pluviale	pluvial	pluvial	pluviālem
pneumatic	pneumatique	pneumatico	pneumático	pneumático	pneumaticum
poartă	porte	porta	puerta	porta	portam
podium	podium	podio	podio	pódio	podium
poet	poète	poeta	poeta	poeta	poetam
poetic	poétique	poetico	poético	poético	poēticum
poezie	poésie	poesia	poesía	poesia	poēsis
păi	puis	poi	pues	pois	post
politic	politique	politico	político	político	polīticum
poliție	police	polizia	policía	polícia	polītīam
pompos	pompeux	pomposo	pomposo	pomposo	pompōsum
ponderabil	pondérable	ponderabile	ponderable	ponderável	ponderābilem
pont	point	punto	punto	ponto	punctum
ponton	ponton	pontone	pontón	pontão	pontōnem
punt	pont	ponte	puente	ponte	pontem
popular	populaire	popolare	popular	popular	populārem
popularitate	popularité	popolarità	popularidad	popularidade	populāritātem
populațiune	population	popolazione	población	população	populātiōnem
porc	porc	porco	porco	porco	porcum
porcar	porcher	porcaio	porquero	porqueiro	porcārium
portice	portique	portico	pórticos	pórticos	porticum
port	port	porto	puerto	porto	portum
posesiv	possessif	possessivo	posesivo	possessivo	possessivum
posibil	possible	possibile	posible	possível	possibilem
posibilitate	possibilité	possibilità	posibilidad	possibilidade	possibilitātem
posterior	postérieur	posteriore	posterior	posterior	posteriōrem
posteritate	postérité	posterità	posteridad	posteridade	posteritātem
postumă	posthume	postumo	póstumo	póstumo	posthumum
potabil	potable	potabile	potable	potável	pōtābilem
potență	potence	potenza	potencia	potência	potentiam
poziție	position	posizione	posición	posição	positiōnem
pradă	proie	preda	preda	prea	praedam
pragmatic	pragmatique	pragmatico	pragmático	pragmático	pragmaticum
prat	pré	prato	prado	prado	prātum
prebendă	prébende	prebenda	prebenda	prebenda	praebendam
precar	précaire	precario	precario	precário	precārium
preceda	précéder	precedere	preceder	preceder	praecēdēre
preceptor	précepteur	precettore	preceptor	preceptor	praeceptōrem
precesie	précession	precessione	precesión	precessão	praecessiōnem
precipita	précipiter	precipitare	precipitar	precipitar	praecipitāre
precis	précis	preciso	preciso	preciso	praecīsum
precizie	précision	precisione	precisión	precisão	praecīsiōnem
precoce	précoce	precoce	precoz	precoce	praecocem
precursoare	précurseur	precursore	precursor	precursor	praecursōrem
predestinație	prédestination	predestinazione	predestinación	predestinação	praedestinātiōnem
predicație	prédication	predicazione	predicación	predicação	praedicātiōnem
predicativ	prédicatif	predicativo	predicativo	predicativo	praedicātīvum
predicție	prédiction	predizione	predicción	predição	praedictiōnem
prefață	préface	prefazione	prefacion	prefáção	praefātiōnem
prefect	préfet	prefetto	prefecto	prefeito	praefectum
prefectură	préfecture	prefettura	prefectura	prefeitura	praefectūram
prelat	prélat	prelato	prelado	prelado	praelātum
preludiu	prélude	preludio	preludio	prelúdio	praelūdium
prematur	prémature	prematuro	prematuro	prematuro	praemātūrum
premedita	prémediter	premeditare	premeditar	premeditar	praemeditārī
premiu	prix	premio	premio	prêmio	praemium
prepara	préparer	preparare	preparar	preparar	praeparāre
preparație	préparation	preparazione	preparación	preparação	praeparātiōnem
preparator	préparateur	preparatore	preparador	preparador	praeparātōrem
preparatoriu	préparatoire	preparatorio	preparatorio	preparatória	praeparātōrium
prepoziție	préposition	preposizione	preposición	preposição	praepositiōnem
prepuț	prépuce	prepuzio	prepucio	prepúcio	praepūtium
prerogativă	prérogative	prerogativa	prerrogativa	prerrogativa	praerogātīvam
prescripție	prescription	prescrizione	prescripción	prescrição	praescriptiōnem
președinte	président	presidente	presidente	presidente	praesidentem
presiune	pression	pressione	presión	pressão	pressiōnem
prestidigitator	prestidigitateur	prestigiatore	prestidigitador	prestidigitador	praestigiatōrem
prestigiu	prestige	prestigio	prestigio	prestígio	praestigium
preț	prix	prezzo	prez	preço	pretium
pretext	prétexte	pretesto	pretexto	pretexto	praetextum
prețios	précieuse	prezioso	precioso	precioso	pretiōsum
pretor	préteur	pretore	pretor	pretor	praetōrem
prevenție	prévention	prevenzione	prevención	prevenção	praeventiōnem
prezbiteriu	presbytère	presbiterio	presbiterio	presbitério	presbyterium
prezență	présence	presenza	presencia	presença	praesentiam
prezerva	préserver	preservare	preservar	preservar	praeservāre
prezidiu	présidium	presidio	presidio	presídio	praesidium
prezenta	présenter	presentare	presentar	apresentar	praesentāre
prezumție	présomption	presuntione	presunción	presunção	praesumptiōnem
prezumțios	présomptueux	presunzioso	presuntuoso	presunçoso	praesumptuōsum
primar	primaire	primaio	primario	primeiro	prīmārium
prim	prime	primo	primo	primo	prīmum
primitiv	primitif	primitivo	primitivo	primitivo	prīmitīvum
primăvară	primevoire	primavera	primavera	primavera	prīmavēram
principal	principal	principale	principal	principal	principālem
principat	principat	principato	principado	principado	principātum
principiu	principe	principio	principio	princípio	prīncipium
